FID,EndStationID,BUS_DIST,METRO_DIST,RAIL_DIST,CAZ_DIST,RetailCoverS,RetailRatio,ResCoverS,ResidentRatio,ParkCoverS,ParkRatio,CommerCoverS,CommerRatio,MetroCommu,BusCommute,Deprivatio,AllusualRe,JobDensity,StudentRat,Deprivatio,NoCar,OfficeWork,MetroCommu,BusCommute,CarorVanCo,CycleCommu,RoadDen,POPDEN,counts,count_ratio
542,149,16.7692247,339.6985464,349.5593474,2926.977855,1940.75,0.000550785,282618.6875,0.010890407,28655.51367,0.002465986,23363.76172,0.005298583,0.1839846,0.27586269,0.4552593,1431,0.794799719,0.062543921,0.045525903,0.671383648,0.303983229,0.183908046,0.275862069,0.142528736,0.085057471,0.016325171,0.012285512,9402,0.001110994
566,150,101.8383748,364.1455108,440.3948474,2242.891886,17255.40039,0.00489708,423738.0313,0.01632829,272259.9688,0.023429675,2473.33667,0.000560919,0.242718447,0.38834951,0.42979,1089,0.833000665,0.067864271,0.04020979,0.563922942,0.189164371,0.242718447,0.038834951,0.160194175,0.097087379,0.014176045,0.005025546,12871,0.001520911
586,151,30.77784266,480.1979535,515.667994,3993.164183,28281.40039,0.008026257,391180.8125,0.015073732,15266.79199,0.001313803,33769.34375,0.007658427,0.22872344,0.132978723,0.32432432,1049,0.780130293,0.083061889,0.032432432,0.593189964,0.179218303,0.228723404,0.132978723,0.180851064,0.106382979,0.01678799,0.008874806,6134,0.000724829
187,152,40.62528068,267.8875668,285.9398496,3150.387518,18122.80078,0.005143248,149781.5625,0.005771672,59670.41797,0.005135013,14049.63965,0.003186267,0.245145631,0.317961165,0.399562,1454,0.839106145,0.064804469,0.039950062,0.823383085,0.283356259,0.245145631,0.317961165,0.116504854,0.099514563,0.019055888,0.035423447,11080,0.001309276
68,153,46.47597903,54.27297877,49.32732646,2759.58665,22308.5,0.006331149,170089.4375,0.006554214,8753.005859,0.000753251,10664.11621,0.002418476,0.14381279,0.1723411,0.1762825,1488,0.922330097,0.037447989,0.017628205,0.520833333,0.20094086,0.143812709,0.107023411,0.117056856,0.093645485,0.042755392,0.011334803,26640,0.003147935
35,154,12.31903914,67.34669253,106.1055953,4489.229844,126928,0.036022147,491166.375,0.018926569,3429.744629,0.000295151,224778.4688,0.050976692,0.191176471,0.19678431,0.2749149,2278,0.892887029,0.056066946,0.027491409,0.755136986,0.268656716,0.191176471,0.196078431,0.104575163,0.089869281,0.086832745,0.007230286,37361,0.00441479
429,155,470.9269934,421.5999354,492.5863734,2098.836511,37437.80078,0.010624842,399553.7188,0.015396373,134876.3906,0.011606958,1350.427856,0.000306259,0.2486216,0.65891473,0.2721884,1500,0.885909313,0.053632374,0.027210884,0.60845839,0.172,0.248062016,0.065891473,0.143410853,0.069767442,0.015679196,0.016599395,8903,0.001052029
643,156,130.6900522,519.3328091,404.7969895,1758.854053,126935,0.036024134,215921.1094,0.008320288,530.4356079,4.56473E-05,18520.12891,0.004200113,,,,,,,,,,,,,,0.015599437,,8462,0.000999918
270,157,65.56218046,69.25685525,67.47187126,1097.227249,20330.69922,0.005769849,440268.8125,0.016965286,25380.79297,0.002184176,17358.18945,0.003936601,0.175438596,0.78947368,0.714796,1563,0.840909091,0.061237374,0.007104796,0.482332155,0.145873321,0.175438596,0.078947368,0.24122807,0.065789474,0.044315868,0.013501457,15681,0.001852957
420,158,162.0617588,75.33746895,178.6443694,4725.914873,45556,0.012928786,405888.3125,0.01564047,7151.680176,0.000615447,58943.47266,0.013367576,0.43762937,0.69937,0.418414,1392,0.88721351,0.060313631,0.041841004,0.69595537,0.20545977,0.437062937,0.06993007,0.125874126,0.087412587,0.010664683,0.019340266,10573,0.001249366
191,160,169.9534616,336.5303473,401.7903998,5201.851876,12160.2998,0.003451091,51220.17578,0.001973714,16956.63477,0.001459225,3047.661865,0.000691168,0.16223443,0.42553191,0.519937,1467,0.765973826,0.122401848,0.005199307,0.664930556,0.256305385,0.162234043,0.042553191,0.109042553,0.085106383,0.01567419,0.001230645,14260,0.001685043
621,161,71.77416583,395.7519111,348.2740675,4941.775772,22198.59961,0.006299959,366000.0313,0.014103418,91074.63281,0.007837542,7391.248047,0.001676234,0.218142549,0.11231115,0.199432,2179,0.716617211,0.18694362,0.01994302,0.648288973,0.21248279,0.218142549,0.112311015,0.133909287,0.088552916,0.033101736,0.015843148,6982,0.000825033
460,162,20.65158878,92.10640233,103.3266999,1020.474844,67398.5,0.019127684,267033.6563,0.010289855,76494.54688,0.006582835,16257.125,0.003686894,0.187279152,0.15547732,0.3674547,1412,0.855994152,0.076754386,0.036745407,0.808093995,0.200424929,0.187279152,0.155477032,0.06360424,0.084805654,0.002822067,0.00314983,11257,0.001330192
210,163,151.1458764,447.0460862,370.2255131,2160.598968,33736.89844,0.009574527,829.4901123,3.19635E-05,56337.10547,0.004848161,14553.18164,0.003300463,0.238227147,0.224376731,0.65596,1320,0.839441536,0.063990692,0.060559006,0.721003135,0.273484848,0.238227147,0.224376731,0.16066482,0.04432133,0.007297523,0.022935594,19549,0.002310022
52,164,170.2226744,452.5674697,362.2029045,2290.5071,21815.90039,0.006191349,156786.0625,0.006041582,33567.07031,0.002888657,5718.286133,0.001296829,0.217514124,0.26214689,0.99137931,1449,0.832073887,0.066330814,0.099137931,0.704610951,0.244306418,0.217514124,0.206214689,0.149717514,0.062146893,0.006339079,0.021677929,5634,0.000665746
400,165,126.3719787,370.0884985,285.6558292,2250.320439,13005.7998,0.003691044,100264.9453,0.003863602,42944.95703,0.003695682,27168.81445,0.006161517,0.27389524,0.13952381,0.74275362,1960,0.806763285,0.106280193,0.074275362,0.721770551,0.214285714,0.273809524,0.130952381,0.157142857,0.078571429,0.066547241,0.012888025,3256,0.000384748
91,166,123.0898199,59.6529686,121.4690495,4458.193285,75549.5,0.021440937,135263.7813,0.005212244,21501.88477,0.001850372,86349.92969,0.019582987,0.2796462,0.6194693,0.6944444,1382,0.860643185,0.078866769,0.006944444,0.653259362,0.163531114,0.207964602,0.061946903,0.14159292,0.07079646,0.015580965,0.007363661,14351,0.001695796
229,167,66.30676435,330.4124028,228.5827638,3906.617836,9668.900391,0.002744032,305313.5313,0.011764929,784702.5,0.067528564,9584.545898,0.002173644,0.22994475,0.1773487,0.87216249,1587,0.794366197,0.092957746,0.087216249,0.713095238,0.22810334,0.220994475,0.107734807,0.171270718,0.052486188,0.020150766,0.006185307,18319,0.002164678
85,168,98.50230108,194.5901046,232.612479,4931.539073,9501.19043,0.002696436,286773.625,0.011050514,27242.55273,0.002344392,20302.12305,0.004604245,0.175879397,0.75376884,0.3558719,1459,0.797752809,0.101123596,0.003558719,0.422735346,0.136394791,0.175879397,0.075376884,0.216080402,0.090452261,0.026869858,0.011180406,7392,0.000873481
627,169,173.4974533,487.9218712,501.3537881,5818.839183,117216,0.033265883,416928.5625,0.016065894,59709.09375,0.005138341,37439.45703,0.008490758,0.15684932,0.141552511,0.8756567,1253,0.901147396,0.051191527,0.008756567,0.582897033,0.174780527,0.150684932,0.141552511,0.118721461,0.091324201,0.023195643,0.010978167,14794,0.001748144
602,170,45.19782103,573.3795923,535.5750329,3598.442352,16702.5,0.004740167,450488.8125,0.017359102,27827.19141,0.002394704,10226.21094,0.002319165,0.16384188,0.187996,0.53482587,1510,0.860911271,0.051958433,0.053482587,0.699501247,0.234437086,0.163841808,0.18079096,0.11299435,0.127118644,0.02199944,0.013171291,4152,0.000490624
664,171,365.3851199,445.40543,384.4447874,6230.28784,45036.19922,0.012781267,701075.4375,0.027015189,70714.52344,0.006085428,1360.447632,0.000308531,0.26726478,0.52631579,0.1745455,1302,0.801724138,0.146551724,0.017045455,0.650141643,0.189708141,0.267206478,0.052631579,0.133603239,0.12145749,0.032489072,0.017651068,8573,0.001013035
368,172,317.1849227,311.6370408,319.066758,833.4238027,20136.59961,0.005714764,352569.5313,0.013585888,324349.125,0.027912273,2834.608643,0.000642851,,,,,,,,,,,,,,0.034473888,,8451,0.000998619
275,173,53.75562327,57.71933603,217.6386198,598.5400482,7830.439941,0.002222278,214359.2031,0.008260102,68081.32813,0.005858825,112637.0859,0.025544555,0.19678431,0.133333333,0.28368794,1201,0.891238671,0.057401813,0.028368794,0.661176471,0.212323064,0.196078431,0.133333333,0.117647059,0.098039216,0.027756936,0.007453324,8584,0.001014335
17,174,61.64684561,194.5323738,186.6412801,2654.807534,38954.5,0.011055281,18449.30273,0.000710924,36021.84375,0.003099905,23815.34375,0.005400995,0.21526316,0.13325815,0.55986219,2019,0.764089122,0.123197903,0.055986219,0.835355286,0.197622585,0.210526316,0.130325815,0.05764411,0.105263158,0.006132205,0.004144586,11834,0.001398373
676,175,99.19019325,451.3722746,397.9913732,320.8826655,47990.89844,0.01361981,410405.8125,0.015814547,49469.64844,0.004257173,5531.563965,0.001254483,0.244444444,0.69444444,0.345221,1613,0.762105263,0.109473684,0.003405221,0.834474886,0.223186609,0.244444444,0.069444444,0.044444444,0.058333333,0.01932235,0.000972568,12239,0.00144623
286,176,129.1844075,141.2685885,130.8486073,454.4374599,72481.5,0.020570239,334307.875,0.012882195,56895.26953,0.004896194,241082.4688,0.054674217,0.27389524,0.13952381,0.74275362,1960,0.806763285,0.106280193,0.074275362,0.721770551,0.214285714,0.273809524,0.130952381,0.157142857,0.078571429,0.012183182,0.012888025,7143,0.000844058
240,177,59.65302277,84.35622052,154.7954379,4782.195628,68197.89844,0.019354553,415111.25,0.015995866,7756.035645,0.000667455,57902.25781,0.013131443,0.2671577,0.1471242,0.4152964,1214,0.549592391,0.401494565,0.040152964,0.642578125,0.157331137,0.267015707,0.104712042,0.078534031,0.089005236,0.017832794,0.013760103,12252,0.001447766
688,178,235.5986946,581.2447462,572.9604678,4768.450042,16075.59961,0.004562253,242075.375,0.009328114,3429.744629,0.000295151,8791.709961,0.00199384,0.182242991,0.12854673,0.54229935,1757,0.789473684,0.10446571,0.054229935,0.672077922,0.24359704,0.182242991,0.128504673,0.144859813,0.11682243,0.017157425,0.029500699,9372,0.001107449
556,180,118.8279883,276.447153,325.0445747,1808.652775,1821.829956,0.000517035,420033.7188,0.016185548,34334.89063,0.002954732,24130.05469,0.005472367,0.121621622,0.91216216,0.28871391,1546,0.858705561,0.080218778,0.028871391,0.59869281,0.191461837,0.121621622,0.091216216,0.172297297,0.094594595,0.048289965,0.005181682,14333,0.001693669
638,181,241.2225792,367.7620169,394.0955226,1443.819109,20673.40039,0.005867108,328797.7813,0.012669869,3026.044922,0.00026041,23901.44727,0.005420522,0.1324291,0.63926941,0.9174312,1061,0.789787234,0.147234043,0.009174312,0.399082569,0.206409048,0.132420091,0.063926941,0.091324201,0.01826484,0.018980704,0.004545617,6274,0.000741372
513,182,157.6089856,206.0902319,163.8820093,527.0662363,39145.30078,0.01110943,5907.378418,0.000227634,51313.10156,0.004415814,2078.17627,0.000471302,0.19111236,0.18352599,0.8937654,1260,0.465126812,0.432518116,0.089376054,0.739864865,0.211904762,0.191011236,0.183520599,0.134831461,0.086142322,0.010964713,0.026005458,8658,0.001023079
295,183,423.2467123,513.3932224,508.1268275,5322.271553,54852.19922,0.015567046,418496.875,0.016126327,11600.28613,0.000998277,17243.10547,0.003910501,,,,,,,,,,,,,,0.034459674,,14963,0.001768114
282,184,20.29713283,336.2902716,338.7208273,3395.690305,13189.5,0.003743178,236102.6563,0.009097962,17910.31641,0.001541295,47748.21094,0.010828643,0.2274598,0.1967843,0.1111,1316,0.723787167,0.218309859,0.01010101,0.657060519,0.193768997,0.22745098,0.019607843,0.105882353,0.039215686,0.011651653,0.007362037,10131,0.001197137
92,185,71.60832873,504.1062675,520.2539531,1699.376299,57573.89844,0.016339464,99151.13281,0.003820682,25998.32031,0.002237318,428879.3125,0.09726398,0.182242991,0.12854673,0.54229935,1757,0.789473684,0.10446571,0.054229935,0.672077922,0.24359704,0.182242991,0.128504673,0.144859813,0.11682243,0.02032007,0.029500699,13285,0.001569832
526,186,65.91045219,85.96275466,123.3130064,4493.674531,40620.80078,0.011528177,1284.003052,4.94777E-05,48253.32031,0.0041525,148472.9844,0.033671648,0.22683761,0.166134185,0.7254623,1507,0.804694836,0.110798122,0.07254623,0.719772404,0.207697412,0.226837061,0.166134185,0.14057508,0.076677316,0.018854359,0.007197451,14320,0.001692133
529,187,153.1932466,338.9294422,412.9461641,4901.351702,100447,0.028506843,35957.00391,0.001385565,3703.397705,0.000318701,50567.25781,0.011467965,,,,,,,,,,,,,,0.023300014,,11661,0.00137793
683,188,32.36025626,428.3907288,440.7012835,2886.41347,18426.19922,0.005229353,420300.9375,0.016195845,50961.21484,0.004385532,15718.29688,0.003564695,0.21365188,0.194539249,0.32425422,1526,0.469461698,0.450828157,0.032425422,0.7763329,0.192005242,0.201365188,0.194539249,0.109215017,0.058020478,0.02004935,0.015074021,8098,0.000956906
607,189,33.12216655,307.0300948,284.2019616,2338.397762,48126.80078,0.013658379,398571.3125,0.015358517,5814.753906,0.000500396,36266.52344,0.008224753,0.15929235,0.154867257,0.778324,1317,0.819103973,0.083685545,0.077803204,0.743707094,0.171602126,0.159292035,0.154867257,0.146017699,0.128318584,0.004511096,0.014418248,4946,0.000584448
108,190,43.97152072,97.29386225,94.48583713,3688.198444,77194.39844,0.021907759,180892.1875,0.006970486,3154.154297,0.000271435,2335.592041,0.00052968,0.19789474,0.157894737,0.5,1223,0.777177583,0.124915598,0.05,0.589700997,0.248569092,0.190789474,0.157894737,0.194078947,0.0625,0.019686201,0.014871649,11517,0.001360915
300,191,19.19060473,20.65776897,70.78679406,3310.401744,3991.52002,0.001132793,392551.9688,0.015126568,35000.70313,0.00301203,26929.66992,0.006107282,0.22488383,0.4784689,0.15422,1148,0.786982249,0.142011834,0.010504202,0.484210526,0.182055749,0.224880383,0.04784689,0.181818182,0.110047847,0.021036177,0.003281451,71395,0.008436442
139,192,143.5631556,274.7825298,314.1156199,5703.691683,9684.25,0.002748389,305732.8438,0.011781087,43438.40625,0.003738147,18340.12109,0.004159289,0.173728814,0.65677966,0.47533632,2008,0.860692103,0.094942325,0.047533632,0.805183199,0.235059761,0.173728814,0.065677966,0.063559322,0.044491525,0.01051258,0.006820891,20915,0.002471436
6,193,106.6610474,347.6542685,392.9752135,6745.31314,916.7189941,0.000260165,416754.0625,0.01605917,95375.42188,0.008207652,330675.6563,0.07499273,,,,,,,,,,,,,,0.028645265,,13257,0.001566523
79,194,17.90078082,122.2132033,400.4424204,2340.072663,51623.19922,0.014650656,275020.2188,0.010597609,40134.74609,0.003453846,67301.82031,0.015263135,0.2368178,0.135857461,0.37383178,2000,0.699680511,0.135782748,0.037383178,0.76119403,0.2245,0.236080178,0.135857461,0.100222717,0.10467706,0.0367168,0.00848339,50274,0.005940664
312,195,15.24206649,232.6091896,363.3217601,5027.289412,19631,0.005571275,323147.3438,0.012452136,51163.96094,0.004402979,62711.30078,0.014222068,0.1763675,0.1236225,0.243243,1952,0.812457684,0.092078538,0.02430243,0.718637993,0.195184426,0.170603675,0.102362205,0.120734908,0.102362205,0.012611325,0.008380922,11712,0.001383957
110,196,152.449134,434.0258068,438.6916005,2492.47574,6058.819824,0.001719492,153659.375,0.005921099,10931.13281,0.000940692,69753.91406,0.015819237,,,,,,,,,,,,,,0.025367125,,10245,0.001210608
575,197,41.46416157,130.6083284,280.1149096,4787.221832,3730.689941,0.001058769,153912.4219,0.00593085,23455.77539,0.002018516,11205.0332,0.002541149,0.19678431,0.133333333,0.28368794,1201,0.891238671,0.057401813,0.028368794,0.661176471,0.212323064,0.196078431,0.133333333,0.117647059,0.098039216,0.065948399,0.007453324,10508,0.001241685
303,199,121.9351423,205.3153475,218.3873246,626.5797506,32421.69922,0.009201273,253019.125,0.00974982,410230.3438,0.03530289,15001.57617,0.003402153,0.244444444,0.69444444,0.345221,1613,0.762105263,0.109473684,0.003405221,0.834474886,0.223186609,0.244444444,0.069444444,0.044444444,0.058333333,0.023863756,0.000972568,26871,0.003175231
594,201,84.34962867,138.0249524,170.6881168,6692.347258,20236.80078,0.005743201,279600.2813,0.010774096,15932.43164,0.001371086,3895.502197,0.000883447,0.24912287,0.119298246,0.29449424,1321,0.751895991,0.072589382,0.029449424,0.773367478,0.215745647,0.249122807,0.119298246,0.063157895,0.070175439,0.006992734,0.014646842,14877,0.001757951
505,202,257.2337397,312.707272,361.7741672,7038.092405,24328,0.006904283,150571.2031,0.0058021,43149.12891,0.003713253,28807.03906,0.006533044,0.265753425,0.82191781,0.16372796,1564,0.78253012,0.126506024,0.016372796,0.816455696,0.233375959,0.265753425,0.082191781,0.079452055,0.071232877,0.001478463,0.011701109,17351,0.002050293
236,203,87.88565941,166.1833718,259.9314062,8392.02963,109699,0.03113256,146098.5,0.005629749,43937.25,0.003781075,130931.5781,0.029693497,0.186379928,0.39426523,0.45613,1392,0.722580645,0.134562212,0.004561003,0.829157175,0.200431034,0.186379928,0.039426523,0.039426523,0.139784946,0.028605138,0.002177214,12752,0.001506849
597,204,56.17015634,728.3254184,791.1795076,7126.861372,553.335022,0.000157036,480401.8438,0.018511769,314527.3438,0.027067047,15997.35938,0.003627983,0.161559889,0.175487465,0.676241,1707,0.864918033,0.060983607,0.067602041,0.71319797,0.210310486,0.161559889,0.175487465,0.125348189,0.144846797,0.020914636,0.010301127,7338,0.0008671
590,206,65.58076686,254.8935129,210.9639122,7104.678715,77.63279724,2.20322E-05,362276,0.013959916,16027.92285,0.001379303,17953.86328,0.004071691,0.228287841,0.96774194,0.65956,1389,0.732747804,0.110414053,0.06500956,0.726755218,0.290136789,0.228287841,0.096774194,0.141439206,0.121588089,0.015315178,0.0099263,14975,0.001769532
685,207,155.400642,155.8856467,171.7729778,3782.443937,1526.959961,0.000433351,502539.8125,0.019364832,37037.61328,0.003187319,1459.557129,0.000331008,0.22488383,0.4784689,0.15422,1148,0.786982249,0.142011834,0.010504202,0.484210526,0.182055749,0.224880383,0.04784689,0.181818182,0.110047847,0.019793221,0.003281451,3433,0.000405663
689,208,202.1082606,341.4251223,218.9660593,3845.941261,44332.30078,0.0125815,388815.0313,0.014982569,6063.800781,0.000521828,3527.086426,0.000799895,0.162886598,0.243298969,0.122749591,1982,0.507537688,0.354499772,0.122749591,0.615384615,0.244702321,0.162886598,0.243298969,0.173195876,0.088659794,0.009041346,0.036614345,3913,0.000462382
459,209,146.5930812,608.9495397,553.9155227,2843.451658,60572.10156,0.017190353,114306.8516,0.004404692,73341.47656,0.006311493,6797.072266,0.001541483,0.238227147,0.224376731,0.65596,1320,0.839441536,0.063990692,0.060559006,0.721003135,0.273484848,0.238227147,0.224376731,0.16066482,0.04432133,0.025456459,0.022935594,2139,0.000252756
237,210,223.3590449,327.5050481,320.3055295,4367.972891,2353.949951,0.000668051,125208.5859,0.004824778,139761.5469,0.012027356,36268.91797,0.008225296,0.192634561,0.73654391,0.969697,1668,0.922594142,0.050209205,0.00969697,0.680437424,0.211630695,0.192634561,0.073654391,0.178470255,0.062322946,0.064402958,0.004926942,15306,0.001808645
74,211,154.0168433,275.9366145,310.4027327,6610.524345,23407.19922,0.00664296,2082.692627,8.02543E-05,59177.06641,0.005092557,36936.60547,0.008376718,0.14553996,0.13286385,0.19748654,1110,0.823070252,0.082393755,0.019748654,0.519642857,0.191891892,0.145539906,0.103286385,0.122065728,0.112676056,0.012499126,0.008855862,12825,0.001515475
510,212,297.862015,312.6813528,325.174213,1033.853513,86099.5,0.024435025,485833.9375,0.018721089,21280.6543,0.001831334,44678.14844,0.010132395,0.22588235,0.625,0.17857143,1779,0.852878465,0.063255153,0.017857143,0.465564738,0.152894885,0.220588235,0.0625,0.180147059,0.077205882,0.021931879,0.009274226,3484,0.000411689
61,213,103.7405532,136.9474099,330.148187,1570.836307,8942.05957,0.002537755,36436.48047,0.001404041,32379.7832,0.002786483,15852.7959,0.003595198,0.16223443,0.42553191,0.519937,1467,0.765973826,0.122401848,0.005199307,0.664930556,0.256305385,0.162234043,0.042553191,0.109042553,0.085106383,0.005649206,0.001230645,40333,0.004765978
543,214,26.73055924,209.2254372,283.9692689,4979.007951,69610.70313,0.019755507,446957.125,0.017223013,70964.51563,0.006106941,301668.4063,0.068414281,,,,,,,,,,,,,,0.008082284,,12958,0.001531191
532,215,52.73454917,61.23752631,105.7399982,5992.837922,49738.30078,0.014115722,342400.125,0.013194021,44751.67969,0.003851162,19075.72266,0.004326114,0.244444444,0.69444444,0.345221,1613,0.762105263,0.109473684,0.003405221,0.834474886,0.223186609,0.244444444,0.069444444,0.044444444,0.058333333,0.029242995,0.000972568,16178,0.001911685
269,216,326.6293039,592.325806,436.7264204,1357.501631,11543.2002,0.003275958,211887.8438,0.00816487,26809.35156,0.002307113,12283.96777,0.002785836,0.331578947,0.3684215,0.18218623,1040,0.784763314,0.099112426,0.018218623,0.507099391,0.182692308,0.331578947,0.036842105,0.163157895,0.121052632,0.004053023,0.016357826,12110,0.001430987
54,217,18.24762222,123.354717,214.8432741,2128.205139,4416.459961,0.001253391,98171.9375,0.00378295,41953.69922,0.003610379,9771.016602,0.002215933,0.244444444,0.69444444,0.345221,1613,0.762105263,0.109473684,0.003405221,0.834474886,0.223186609,0.244444444,0.069444444,0.044444444,0.058333333,0.016467766,0.000972568,37154,0.004390329
317,218,365.5433173,551.4575518,521.010095,5771.074696,151090,0.042879319,162909.0781,0.006277526,39708.12109,0.003417132,25623.83594,0.005811137,0.15196784,0.11764759,0.31523643,1192,0.75572047,0.141001855,0.031523643,0.5,0.17114094,0.151960784,0.117647059,0.200980392,0.029411765,0.024153912,0.006698777,10622,0.001255156
457,219,286.2276592,290.4398419,292.1482053,5656.250443,45441.30078,0.012896234,65466.42188,0.002522678,14459.99512,0.001244373,42917.01172,0.009732993,0.342222222,0.8,0.3534351,1315,0.854071661,0.05276873,0.030534351,0.669218989,0.171102662,0.342222222,0.08,0.115555556,0.097777778,0.004772084,0.013327196,15117,0.001786311
341,220,197.2557855,651.4846558,590.916871,3532.405446,6618.52002,0.001878335,110669.5469,0.004264532,181788.1094,0.015644005,1559.631836,0.000353703,0.175531915,0.79787234,0.64864865,1243,0.839857651,0.082443654,0.064864865,0.539711191,0.151246983,0.175531915,0.079787234,0.138297872,0.058510638,0.017102333,0.014250248,8164,0.000964705
432,221,24.57100255,531.6854067,573.7160114,1571.91872,32674.69922,0.009273075,359340.4375,0.013846798,58169.82422,0.005005878,2025.009277,0.000459244,0.197831978,0.181571816,0.38781163,1498,0.669148056,0.162944582,0.038781163,0.686464088,0.246328438,0.197831978,0.181571816,0.132791328,0.051490515,0.036898278,0.031041929,11415,0.001348862
593,222,67.25383271,151.6902104,71.24104685,2712.704079,9152.44043,0.002597461,367789.0938,0.014172358,52891.08203,0.004551609,8845.208008,0.002005973,0.22488383,0.4784689,0.15422,1148,0.786982249,0.142011834,0.010504202,0.484210526,0.182055749,0.224880383,0.04784689,0.181818182,0.110047847,0.006205621,0.003281451,7911,0.000934809
281,223,292.2760053,784.0586519,655.0045867,9017.367554,88692.20313,0.025170834,243210.0313,0.009371837,421620.4688,0.036283081,11323.76563,0.002568076,0.1382768,0.461538,0.8513533,2072,0.885695624,0.048334422,0.085130533,0.717687075,0.320945946,0.130827068,0.406015038,0.120300752,0.085714286,0.031113855,0.017062945,9971,0.00117823
475,224,16.98814637,24.30393018,21.61361209,6912.1199,39416.30078,0.01118634,400313.5313,0.015425652,26386.22852,0.0022707,27596.61133,0.006258535,0.329949239,0.76142132,0.4145985,1070,0.792127072,0.097375691,0.040145985,0.807692308,0.18411215,0.329949239,0.076142132,0.101522843,0.101522843,0.0223724,0.018630194,22744,0.002687561
255,225,37.38492049,26.43031803,50.11171691,5627.530764,12177.09961,0.003455859,352525.6563,0.013584197,34184.55078,0.002941795,15415.6875,0.003496068,0.383561644,0.9931568,0.3697479,1390,0.843794579,0.064194009,0.03697479,0.715719064,0.210071942,0.383561644,0.099315068,0.085616438,0.089041096,0.039638745,0.018072488,15354,0.001814317
456,226,59.78024487,218.582476,235.7385114,5600.917696,27953.59961,0.007933227,389395.25,0.015004928,19563.63086,0.001683573,22348.41211,0.005068315,0.16223443,0.42553191,0.519937,1467,0.765973826,0.122401848,0.005199307,0.664930556,0.256305385,0.162234043,0.042553191,0.109042553,0.085106383,0.026557811,0.001230645,14541,0.001718248
39,227,43.68455995,404.9701736,616.9949167,2480.683876,230.7129974,6.54763E-05,451345.1875,0.017392102,23851.14844,0.002052541,59291.38281,0.013446477,0.175,0.158333333,0.51987768,1500,0.847908745,0.076806084,0.051987768,0.647058824,0.24,0.175,0.158333333,0.155555556,0.108333333,0.057108837,0.011311778,6914,0.000816998
72,228,137.0885703,237.3787291,266.3920238,1841.809306,12389.7998,0.003516223,1014.923889,3.9109E-05,15738.35059,0.001354384,161437.7031,0.03661187,0.16223443,0.42553191,0.519937,1467,0.765973826,0.122401848,0.005199307,0.664930556,0.256305385,0.162234043,0.042553191,0.109042553,0.085106383,0.041112083,0.001230645,33801,0.00399412
425,229,16.92019788,93.97235652,99.10380617,2501.560724,11033.7002,0.003131362,291411.5313,0.01122923,25302.20898,0.002177414,3581.388672,0.00081221,0.16223443,0.42553191,0.519937,1467,0.765973826,0.122401848,0.005199307,0.664930556,0.256305385,0.162234043,0.042553191,0.109042553,0.085106383,0.019246379,0.001230645,32110,0.003794301
388,230,31.75905781,202.5142976,333.0284592,1399.487205,25757.19922,0.007309889,496897.1563,0.019147398,44816.34766,0.003856727,1674.463867,0.000379746,0.1763675,0.1236225,0.243243,1952,0.812457684,0.092078538,0.02430243,0.718637993,0.195184426,0.170603675,0.102362205,0.120734908,0.102362205,0.015122879,0.008380922,8094,0.000956433
234,231,33.87769587,314.7064965,355.2463988,2571.195261,59461.69922,0.016875221,524234.375,0.020200808,14968.46387,0.00128813,89049.60938,0.020195237,,,,,,,,,,,,,,0.027185113,,9386,0.001109103
671,232,201.6270569,360.5327596,345.6003,1752.53167,86731.79688,0.024614471,386598.6875,0.014897165,27812.36328,0.002393428,3739.322266,0.000848027,0.187279152,0.15547732,0.3674547,1412,0.855994152,0.076754386,0.036745407,0.808093995,0.200424929,0.187279152,0.155477032,0.06360424,0.084805654,0.045447558,0.00314983,4267,0.000504213
175,233,48.71725912,235.4423235,299.6580184,1299.49117,19705.5,0.005592418,402685.9063,0.015517069,21858.19336,0.001881034,11011.3291,0.002497219,0.16223443,0.42553191,0.519937,1467,0.765973826,0.122401848,0.005199307,0.664930556,0.256305385,0.162234043,0.042553191,0.109042553,0.085106383,0.061029504,0.001230645,20770,0.002454302
20,234,61.75605078,202.8976662,233.9986065,1442.940256,4046,0.001148254,438721.75,0.016905671,124123.3281,0.01068159,52375.35156,0.011878016,0.179624665,0.136729223,0.31434185,2042,0.841369672,0.07617051,0.031434185,0.706114398,0.182664055,0.179624665,0.136729223,0.174262735,0.142091153,0.014902763,0.011168764,13798,0.001630451
600,235,15.17197227,363.3065331,366.0081698,440.7851167,31233.59961,0.008864091,290265.2813,0.011185061,5835.192383,0.000502155,21978.50195,0.004984425,0.21176476,0.188235294,0.37291462,2363,0.756944444,0.108506944,0.037291462,0.709772952,0.215827338,0.211764706,0.188235294,0.125490196,0.117647059,0.009409224,0.010715728,8887,0.001050139
584,236,78.43357564,351.0203801,356.308341,1804.019538,39082.89844,0.011091721,134039.6094,0.005165072,10999.81543,0.000946603,166779.6094,0.037823341,0.21446384,0.82294264,0.4932317,2332,0.874278384,0.094932649,0.049323017,0.807580175,0.171955403,0.21446384,0.082294264,0.08478803,0.112219451,0.002736765,0.011013013,8020,0.000947689
67,237,132.4789251,350.502256,412.5791399,4048.624453,28111.59961,0.007978068,202843.3281,0.00781635,15543.07422,0.001337579,42527.08203,0.009644562,,,,,,,,,,,,,,0.11835428,,13769,0.001627024
