FID,EndStationID,BUS_DIST,METRO_DIST,RAIL_DIST,CAZ_DIST,RetailCoverS,RetailRatio,ResCoverS,ResidentRatio,ParkCoverS,ParkRatio,CommerCoverS,CommerRatio,MetroCommu,BusCommute,Deprivatio,AllusualRe,JobDensity,StudentRat,Deprivatio,NoCar,OfficeWork,MetroCommu,BusCommute,CarorVanCo,CycleCommu,RoadDen,POPDEN,counts,count_ratio
250,376,53.03517267,593.9016795,617.8472697,6611.057018,28676.5,0.008138386,120229.8594,0.004632928,66589.26563,0.005730423,4045.598145,0.000917486,,,,,,,,,,,,,,0.029877656,,12582,0.001486761
567,377,75.85497001,13.99127861,262.702969,623.7455441,30691.09961,0.008710129,406519.5,0.015664792,28559.625,0.002457735,1398.427246,0.000317144,0.19678431,0.133333333,0.28368794,1201,0.891238671,0.057401813,0.028368794,0.661176471,0.212323064,0.196078431,0.133333333,0.117647059,0.098039216,0.025886362,0.007453324,6199,0.000732509
698,378,7.492266257,368.0513205,346.6909618,3142.60207,44811.30078,0.01271744,298981.3125,0.011520924,27222.19336,0.00234264,185439.5,0.04205515,,,,,,,,,,,,,,0.01538647,,13616,0.001608944
382,379,263.9561743,648.0211471,680.2630578,5557.527496,25346.90039,0.007193447,248827.2188,0.00958829,14788.81641,0.00127267,10924.27344,0.002477476,0.2125641,0.148717949,0.52229299,1638,0.789937759,0.093360996,0.052229299,0.642585551,0.238095238,0.21025641,0.148717949,0.192307692,0.082051282,0.029301983,0.021498122,11778,0.001391756
635,380,125.6156386,424.2891314,525.6815644,5427.023157,15309.90039,0.004344947,398216.4375,0.015344843,10433.06641,0.000897831,8067.613281,0.001829625,0.121621622,0.91216216,0.28871391,1546,0.858705561,0.080218778,0.028871391,0.59869281,0.191461837,0.121621622,0.091216216,0.172297297,0.094594595,0.024620728,0.005181682,5813,0.000686897
494,381,147.2971212,148.7642483,154.3082927,749.1345115,45060.89844,0.012788276,199652.9688,0.007693413,19542.42383,0.001681748,455.3704224,0.000103272,0.22592251,0.738738,0.2724359,1481,0.694526627,0.11612426,0.02724359,0.814580032,0.18298447,0.225092251,0.073800738,0.084870849,0.081180812,0.05340952,0.010925027,10408,0.001229869
283,382,91.21434981,395.6050035,437.7729703,1682.071607,61130,0.017348685,387023.9375,0.014913552,256136.7813,0.022042174,24669.51563,0.00559471,0.198529412,0.58823529,0.2869445,1197,0.789473684,0.116491228,0.028694405,0.61815562,0.227234754,0.198529412,0.058823529,0.132352941,0.069852941,0.013714604,0.002305187,5963,0.000704622
367,383,83.27589225,257.5367187,259.2131046,2236.000383,21128,0.005996123,332794.1563,0.012823865,14705.37793,0.00126549,9320.131836,0.002113679,0.173728814,0.65677966,0.47533632,2008,0.860692103,0.094942325,0.047533632,0.805183199,0.235059761,0.173728814,0.065677966,0.063559322,0.044491525,0.008667383,0.006820891,15379,0.001817271
647,384,402.9864732,484.4289462,425.249591,1863.19214,138276,0.039242708,380566,0.014664702,21571.24219,0.00185634,2111.623535,0.000478887,0.25491961,0.8627451,0.1178232,1484,0.754730713,0.11790393,0.011782032,0.455212922,0.171832884,0.254901961,0.08627451,0.145098039,0.11372549,0.007118199,0.013528606,4439,0.000524538
83,386,57.23358716,238.9500276,211.0547975,6559.455953,28882.80078,0.008196935,389980.2813,0.015027471,53049.61328,0.004565251,133186.2344,0.030204822,0.173728814,0.65677966,0.47533632,2008,0.860692103,0.094942325,0.047533632,0.805183199,0.235059761,0.173728814,0.065677966,0.063559322,0.044491525,0.016025065,0.006820891,24321,0.002873909
53,387,24.56735357,811.773484,873.5073957,3356.906156,122324,0.034715533,16086.74316,0.000619885,13291.52734,0.001143819,55315.95313,0.012544904,0.171597633,0.25443787,0.55624227,1804,0.899550225,0.061469265,0.055624227,0.682656827,0.281042129,0.171597633,0.25443787,0.136094675,0.106508876,0.020274583,0.012267566,9341,0.001103786
559,389,180.0979194,223.838968,406.3235087,2458.079422,37258.89844,0.01057407,616464.5625,0.0237548,69061.35938,0.005943162,6395.069336,0.001450315,0.121621622,0.91216216,0.28871391,1546,0.858705561,0.080218778,0.028871391,0.59869281,0.191461837,0.121621622,0.091216216,0.172297297,0.094594595,0.015961298,0.005181682,3803,0.000449384
22,390,326.8626988,614.170923,422.6482135,2270.237816,15178.7998,0.004307741,4795.393555,0.000184785,81420.39844,0.007006735,25349.5957,0.005748943,,,,,,,,,,,,,,0.044853205,,4424,0.000522765
206,391,109.573844,408.055871,451.4169426,772.8270866,24974.90039,0.007087873,32039.68945,0.001234615,331016.9375,0.02848608,15001.57617,0.003402153,,,,,,,,,,,,,,0.014514268,,7935,0.000937645
686,392,427.5239524,434.4595321,614.0432032,3992.337908,32220.09961,0.009144059,412335.75,0.015888915,4391.733398,0.000377936,31616.19922,0.007170123,,,,,,,,,,,,,,0.030567862,,16729,0.001976794
514,393,52.35955878,129.4282103,221.8822971,1623.108445,43067.19922,0.012222465,291679.7813,0.011239567,20549.58594,0.001768421,19982.48828,0.004531756,0.186379928,0.39426523,0.45613,1392,0.722580645,0.134562212,0.004561003,0.829157175,0.200431034,0.186379928,0.039426523,0.039426523,0.139784946,0.0197575,0.002177214,6870,0.000811799
534,394,83.39928873,533.4988472,529.771229,1995.902402,24387.5,0.006921169,358155.7188,0.013801146,10370.39453,0.000892437,799.199585,0.000181248,0.14381279,0.19635452,0.146788991,1362,0.524881517,0.404028436,0.146788991,0.726605505,0.219530103,0.143812709,0.190635452,0.153846154,0.060200669,0.012597007,0.025157896,4892,0.000578067
779,395,86.33371854,233.9910139,281.9286202,1708.756838,0,0,0,0,0,0,0,0,0.216216216,0.818181,0.9188361,1250,0.851176188,0.056168987,0.009188361,0.579027356,0.2072,0.216216216,0.081081081,0.127413127,0.061776062,0.086367091,0.009729551,8376,0.000989756
539,396,201.9870948,350.7336759,320.4298833,2667.439205,47057.39844,0.013354883,269935.9375,0.010401691,9486.577148,0.000816379,23852.88672,0.005409509,0.18677428,0.7782112,0.5997216,1420,0.729993891,0.116676848,0.059972106,0.676388889,0.180985915,0.186770428,0.077821012,0.143968872,0.073929961,0.017774744,0.015092641,10221,0.001207772
390,397,228.6890438,367.2770446,345.1353112,3845.933598,26506.5,0.007522541,235062.9375,0.009057898,128881.3828,0.01109105,7420.209473,0.001682802,0.32634921,0.1793658,0.2331662,1487,0.88606403,0.058380414,0.023316062,0.711139896,0.211835911,0.320634921,0.107936508,0.114285714,0.088888889,0.011739023,0.026017947,13441,0.001588265
358,398,393.3269039,568.9605488,635.5233731,2547.629174,55996.39844,0.015891769,226366.4531,0.008722788,39414.96094,0.003391904,57186.42188,0.012969101,0.25357143,0.75892857,0.9416196,1476,0.763674614,0.117110799,0.009416196,0.348968105,0.151761518,0.205357143,0.075892857,0.245535714,0.035714286,0.013235071,0.004949261,5029,0.000594255
274,399,157.2108784,739.1049597,207.6387326,3940.253062,22433.69922,0.00636668,375204.7188,0.014458111,57557.4375,0.004953178,87389.36719,0.019818717,,,,,,,,,,,,,,0.021319937,,12104,0.001430278
84,400,102.0909617,501.2764452,494.1066133,4318.305225,12213.40039,0.003466161,490154.1875,0.018887565,26125.95703,0.002248302,29062.92188,0.006591074,0.192634561,0.73654391,0.969697,1668,0.922594142,0.050209205,0.00969697,0.680437424,0.211630695,0.192634561,0.073654391,0.178470255,0.062322946,0.022876014,0.004926942,10927,0.001291197
383,401,78.55099564,859.5865316,379.2392577,3900.225019,33281.89844,0.009445398,55579.06641,0.00214168,14384.46582,0.001237873,16835.67188,0.003818101,0.163636364,0.125,0.89828269,1841,0.721105528,0.09798995,0.089828269,0.681638045,0.239000543,0.163636364,0.125,0.195454545,0.118181818,0.00910251,0.021786872,11766,0.001390338
750,402,132.4088598,313.6247814,287.3341269,2545.248133,10385.7002,0.00294746,140729.6094,0.005422864,60820.02344,0.005233944,0,0,0.138964578,0.23757221,0.151428571,1639,0.778405879,0.158846806,0.151428571,0.699570815,0.223917023,0.138964578,0.237057221,0.160762943,0.057220708,0.010142766,0.02216538,3639,0.000430005
679,403,66.89705008,370.2773694,384.6487081,4571.885324,51014.89844,0.01447802,438018.875,0.016878587,54684.27734,0.004705924,19485.02148,0.004418937,0.186619718,0.13382817,0.6677796,1220,0.329747621,0.635084816,0.006677796,0.660033167,0.232786885,0.186619718,0.133802817,0.080985915,0.112676056,0.02809597,0.009874397,9024,0.001066327
578,404,518.4934821,596.1162887,569.2398863,2896.709312,97451.20313,0.027656637,344952.8125,0.013292386,191220.1094,0.016455688,12900.26074,0.002925603,0.189473684,0.94736842,0.2247244,1262,0.788507582,0.083798883,0.022047244,0.611023622,0.150554675,0.189473684,0.094736842,0.178947368,0.110526316,0.020284288,0.005673922,25615,0.003026815
265,405,20.71568972,588.549553,85.18393846,2412.266488,30201.5,0.008571181,236929.5,0.009129824,8070.0625,0.000694479,56914.66406,0.01290747,0.3729582,0.4918328,0.1872749,1407,0.886315789,0.061052632,0.018720749,0.613354037,0.173418621,0.37295082,0.049180328,0.12295082,0.094262295,0.034568622,0.009399111,20563,0.002429842
268,408,147.1891861,245.9631073,265.2307531,5433.144896,15546.7998,0.004412179,265232.5938,0.010220453,164015.9219,0.014114597,20404.19922,0.004627394,0.2453737,0.97222222,0.1171459,1877,0.855119124,0.0643915,0.01171459,0.854700855,0.230154502,0.24537037,0.097222222,0.069444444,0.155092593,0.02446674,0.005275888,10446,0.001234359
182,409,22.65522986,154.3320128,126.1477256,3985.659008,115872,0.032884456,108851.6875,0.004194483,17060.64844,0.001468176,1645.557251,0.00037319,0.245145631,0.317961165,0.399562,1454,0.839106145,0.064804469,0.039950062,0.823383085,0.283356259,0.245145631,0.317961165,0.116504854,0.099514563,0.06101781,0.035423447,21432,0.002532528
538,410,61.13611883,43.71500803,65.52317934,7705.330458,40987.80078,0.011632332,16181.1377,0.000623523,26410.43359,0.002272783,34118.67969,0.007737651,0.24364468,0.11864468,0.6132864,1999,0.732211171,0.079571538,0.061032864,0.729314421,0.236118059,0.243644068,0.118644068,0.082627119,0.076271186,0.014129643,0.015166874,10422,0.001231523
171,411,91.03458282,431.550455,326.9115019,7090.326351,658.9329834,0.000187005,158930.9531,0.006124234,14116.81836,0.001214841,1792.537476,0.000406523,0.29836653,0.183266932,0.59724349,1604,0.80761523,0.069472278,0.059724349,0.598774885,0.312967581,0.290836653,0.183266932,0.173306773,0.091633466,0.02691199,0.012026607,7309,0.000863673
650,412,93.98971223,702.6283691,295.0211735,7407.992645,5644.5,0.001601908,287474.9688,0.011077539,88880.51563,0.007648725,6591.13916,0.00149478,0.195615514,0.219224283,0.6185567,2126,0.824036803,0.083956297,0.06185567,0.635523614,0.278927563,0.195615514,0.219224283,0.146711636,0.114671164,0.030176158,0.017642247,4520,0.000534109
509,419,274.2032975,816.1030806,807.5198711,4204.795589,4528.589844,0.001285213,448131.25,0.017268256,48256.91797,0.00415281,15599.04199,0.00353765,0.176245211,0.19157881,0.82332762,1002,0.804889299,0.128690037,0.082332762,0.733788396,0.260479042,0.176245211,0.191570881,0.168582375,0.08045977,0.029134447,0.01602116,11274,0.0013322
393,420,40.15608921,43.09122731,27.36409962,1401.212721,76294.5,0.021652368,306902.4063,0.011826154,13716.16113,0.001180362,97842.74219,0.0221894,0.1787361,0.17148144,0.47774159,2051,0.809683927,0.087424344,0.047774159,0.73827699,0.27011214,0.178700361,0.171480144,0.115523466,0.128158845,0.036937146,0.013385359,9634,0.001138409
504,421,58.1102882,17.54591714,18.59283619,3437.788588,4467.330078,0.001267828,293713.2188,0.011317923,8753.005859,0.000753251,7300.018066,0.001655545,0.1787361,0.17148144,0.47774159,2051,0.809683927,0.087424344,0.047774159,0.73827699,0.27011214,0.178700361,0.171480144,0.115523466,0.128158845,0.047487019,0.013385359,8711,0.001029342
730,423,43.81929065,304.8556695,292.6554194,3971.525325,23109.80078,0.006558558,77784.77344,0.002997353,12625.16699,0.001086475,0,0,0.194444444,0.111111111,0.5943536,1312,0.730392157,0.119607843,0.005943536,0.404477612,0.164634146,0.194444444,0.111111111,0.194444444,0.101851852,0.103604919,0.007129246,6739,0.000796319
739,424,28.01856083,552.2810553,503.1039299,2448.505194,42070.39844,0.011939573,14340.48145,0.000552595,50404.94141,0.004337661,0,0,,,,,,,,,,,,,,0.108733286,,8401,0.00099271
151,426,104.1736856,489.5545371,494.1317867,2884.383706,13371.5,0.00379483,18080.49219,0.000696712,10631.44727,0.000914903,52695.41016,0.011950601,0.2118386,0.196261682,0.128698225,1247,0.654112221,0.205995388,0.128698225,0.763392857,0.257417803,0.211838006,0.196261682,0.118380062,0.087227414,0.032147679,0.031033168,8217,0.000970968
417,427,95.03024529,177.7826726,265.5621493,1326.502584,31707.69922,0.00899864,422489.8125,0.016280191,241132.0938,0.020750927,6654.490723,0.001509148,0.244444444,0.69444444,0.345221,1613,0.762105263,0.109473684,0.003405221,0.834474886,0.223186609,0.244444444,0.069444444,0.044444444,0.058333333,0.20581454,0.000972568,26232,0.003099723
183,428,471.4656451,245.4790836,661.0565539,6894.179346,3534.840088,0.001003187,105660.1016,0.004071498,13810.1084,0.001188446,202929.5469,0.046021654,,,,,,,,,,,,,,0.019510437,,30996,0.003662665
387,430,390.593788,558.3258929,579.8698127,2183.931024,13168.40039,0.00373719,132345.9531,0.005099809,73650.85938,0.006338118,6757.682129,0.00153255,0.28144796,0.9522624,0.681458,1371,0.891927952,0.062708472,0.0681458,0.545166403,0.161196207,0.208144796,0.095022624,0.149321267,0.117647059,0.027566092,0.009738403,7944,0.000938709
525,431,22.05898893,238.6830753,238.0973398,4979.143063,0.950087011,2.69635E-07,298465.9375,0.011501064,17297.99609,0.001488601,6657.105957,0.001509741,0.2524598,0.1741968,0.49792531,2020,0.84989719,0.071967101,0.049792531,0.764337852,0.201980198,0.25245098,0.174019608,0.107843137,0.095588235,0.104982832,0.013376221,4392,0.000518984
77,432,109.4622317,122.0961651,274.0689661,5002.287418,50924,0.014452224,1083.478638,4.17507E-05,16219.44629,0.001395785,193217.1719,0.04381902,0.215469613,0.55248619,0.24118738,1082,0.813891362,0.071237756,0.024118738,0.553271028,0.16728281,0.215469613,0.055248619,0.149171271,0.044198895,2.127244768,0.005724502,12003,0.001418343
15,433,10.5534919,574.4625761,578.2781686,2710.296131,6258.569824,0.001776181,36466.45703,0.001405196,40761.25781,0.003507761,22412.68164,0.005082891,,,,,,,,,,,,,,0.050527389,,10458,0.001235777
552,435,16.7441668,720.945607,66.08378571,2670.834884,5771.359863,0.001637911,341966.0938,0.013177296,96264.51563,0.008284164,6024.875488,0.00136636,0.27423581,0.26419214,0.72135785,1565,0.915535445,0.042232278,0.072135785,0.725105189,0.292651757,0.207423581,0.26419214,0.141921397,0.1069869,0.022319161,0.020312936,9082,0.001073181
313,436,96.72499765,248.1766763,274.2055396,4337.57117,17089.59961,0.004850026,3726.380615,0.000143592,9074.374023,0.000780907,49580.09375,0.011244089,0.187279152,0.15547732,0.3674547,1412,0.855994152,0.076754386,0.036745407,0.808093995,0.200424929,0.187279152,0.155477032,0.06360424,0.084805654,0.593156237,0.00314983,14019,0.001656565
612,437,160.385841,305.7419247,283.8344119,4251.571841,55944,0.015876899,368637.0938,0.014205034,28134.88281,0.002421183,46725.75781,0.010596765,,,,,,,,,,,,,,0.051902972,,6519,0.000770322
44,439,34.63374565,352.8945781,339.5428546,4158.311675,12317.2998,0.003495648,440777.9375,0.016984904,26014.25195,0.002238689,79398.10938,0.018006409,0.25741627,0.1657177,0.8243344,1604,0.803937008,0.1,0.082043344,0.637209302,0.260598504,0.205741627,0.16507177,0.174641148,0.100478469,0.339023654,0.011333917,2962,0.000350007
392,440,63.52916127,134.1313821,154.6059393,5206.61602,90625.20313,0.025719419,316964.5625,0.012213889,36460.03906,0.003137615,2350.310303,0.000533018,0.1839846,0.27586269,0.4552593,1431,0.794799719,0.062543921,0.045525903,0.671383648,0.303983229,0.183908046,0.275862069,0.142528736,0.085057471,0.096134622,0.012285512,8453,0.000998855
682,441,148.5916805,398.5761646,406.4804732,4133.751485,11608,0.003294349,333239.1563,0.012841013,17221.44531,0.001482013,14604.69824,0.003312146,0.14562249,0.33212851,0.5118617,1708,0.846864366,0.068546427,0.051186017,0.69875,0.291569087,0.140562249,0.303212851,0.134538153,0.098393574,0.068677232,0.01814811,5794,0.000684652
756,442,513.5372035,506.9612633,518.4412767,4719.541815,553.335022,0.000157036,431366.6563,0.016622251,204568.6563,0.017604414,0,0,0.22658613,0.181268882,0.85626911,1355,0.863801894,0.067006555,0.085626911,0.60610687,0.244280443,0.226586103,0.181268882,0.160120846,0.090634441,0.346752061,0.013939915,3530,0.000417125
551,443,139.0029401,462.797298,446.3616164,3506.565533,39658.89844,0.011255189,267109.5,0.010292778,7542.100586,0.000649045,22410.16992,0.005082321,0.242314647,0.144665461,0.8939948,1886,0.719438878,0.082164329,0.080939948,0.750656168,0.29321315,0.242314647,0.144665461,0.13562387,0.074141049,0.048283115,0.022493622,8758,0.001034895
623,444,44.6074637,173.0143432,178.3735239,4948.075154,14589.7002,0.004140555,357630.9375,0.013780924,19525.42383,0.001680285,5396.079102,0.001223757,0.2593361,0.9336996,0.65217391,2232,0.919440746,0.043941411,0.065217391,0.743295019,0.215949821,0.2593361,0.093360996,0.139004149,0.132780083,0.173027765,0.026360881,8592,0.00101528
485,445,115.6123897,535.7432697,380.5614297,5035.302017,73546.70313,0.020872543,244248.6563,0.00941186,28070.41797,0.002415635,399792.0938,0.090667396,,,,,,,,,,,,,,0.913508757,,7265,0.000858474
729,446,85.03719356,138.6274335,204.1320707,4595.499631,2943.72998,0.00083543,57466.45313,0.002214408,20983.95508,0.001805801,0,0,0.275142315,0.79696395,0.79763663,1810,0.885985748,0.064133017,0.079763663,0.681350954,0.291160221,0.275142315,0.079696395,0.140417457,0.161290323,0.02732782,0.017064948,11323,0.00133799
711,447,109.6139664,635.1851611,552.2084972,4455.987062,93178.5,0.026444044,40616.55859,0.001565115,207648.2969,0.017869436,0,0,0.3769238,0.7466633,0.36734694,1785,0.847101077,0.058491534,0.036734694,0.543715847,0.247619048,0.307692308,0.074660633,0.239819005,0.058823529,0.110480769,0.019831243,3994,0.000471954
298,448,141.593802,187.3842449,181.1225778,3517.78322,63411.39844,0.017996145,314532.3125,0.012120165,20594.16016,0.001772256,7582.400879,0.001719585,0.456193353,0.321148,0.18735363,1597,0.779267203,0.138516533,0.018735363,0.661214953,0.207263619,0.456193353,0.03021148,0.102719033,0.099697885,0.10636813,0.003677091,8971,0.001060065
332,449,19.07337733,937.04873,24.3128019,2931.117248,90017.20313,0.025546869,372086.8438,0.014337967,35262.27344,0.003034539,37560.86328,0.008518292,0.2842328,0.582158,0.86315789,1425,0.808095952,0.149925037,0.086315789,0.616352201,0.265263158,0.28042328,0.058201058,0.201058201,0.108465608,0.110351499,0.017142373,12148,0.001435477
162,450,9.706992055,583.9168041,495.5956842,4353.662305,23199.30078,0.006583958,92088.85156,0.003548545,13633.58301,0.001173255,32462.73242,0.007362105,0.21728972,0.1981384,0.86134454,1631,0.758800522,0.079530639,0.086134454,0.647058824,0.262415696,0.21728972,0.109813084,0.221962617,0.093457944,0.231097249,0.0231742,6460,0.000763351
402,451,87.82160144,733.3809415,522.3609064,4426.724746,31756.19922,0.009012405,382688.4063,0.014746487,9154.445313,0.000787797,19146.13086,0.004342081,0.27966117,0.939548,0.133781,1666,0.766373412,0.159335288,0.01303781,0.588541667,0.212484994,0.279661017,0.09039548,0.118644068,0.146892655,0.052923648,0.011115613,7169,0.00084713
299,452,208.7187543,571.7601809,597.4549396,2420.100391,31976.59961,0.009074954,3812.477539,0.00014691,61039.28516,0.005252813,4088.104492,0.000927126,0.24963855,0.3373494,0.297921,1985,0.795588235,0.126470588,0.020979021,0.597597598,0.20906801,0.240963855,0.03373494,0.156626506,0.091566265,0.036929754,0.006078439,9535,0.00112671
405,453,198.35044,1132.266796,334.8115972,1830.570188,121834,0.034576471,323459.8125,0.012464176,141502.0938,0.012177141,61263.32031,0.013893686,0.2924392,0.41463415,0.14789534,1916,0.826633166,0.093802345,0.014789534,0.525366404,0.213987474,0.290243902,0.041463415,0.22195122,0.109756098,0.007075751,0.016249998,7745,0.000915194
554,454,67.6632362,787.2804088,630.0194693,2189.82951,36484.69922,0.010354352,338121.875,0.013029163,42036.04297,0.003617465,39874.66406,0.00904303,,,,,,,,,,,,,,0.490044406,,3243,0.000383211
384,455,13.14790867,782.9289668,159.3370521,4959.046175,6789.669922,0.001926907,469483.1563,0.018091029,19.6456337,1.69063E-06,2173.42334,0.000492903,,,,,,,,,,,,,,0.048241038,,2965,0.000350361
599,456,77.29290423,193.1963424,204.5160537,6099.229857,49303.10156,0.013992213,411048.6875,0.01583932,6982.799316,0.000600914,4137.083496,0.000938234,0.236734694,0.142857143,0.4441267,1482,0.8,0.11245283,0.044412607,0.723495702,0.165317139,0.236734694,0.142857143,0.146938776,0.114285714,0.079748361,0.009076986,6933,0.000819243
595,457,109.4859065,356.1024811,353.6982658,5428.357032,43391.60156,0.01231453,434828.1875,0.016755637,159914.2656,0.013761624,21273.22461,0.004824477,0.22479339,0.18816529,0.9273183,1929,0.632689988,0.231001206,0.09273183,0.634207241,0.250907206,0.202479339,0.188016529,0.17768595,0.064049587,0.052309495,0.008805733,15068,0.001780521
379,458,83.97692777,849.8886507,111.4092345,1777.515899,311.8420105,8.85007E-05,209627.3281,0.008077764,24872.84961,0.002140464,21035.27539,0.004770514,0.269922879,0.92544987,0.33797217,1898,0.72960373,0.134032634,0.033797217,0.602576809,0.204952582,0.269922879,0.092544987,0.16966581,0.097686375,0.252033292,0.016771301,11478,0.001356306
474,459,71.00288058,1087.471393,1094.761568,7542.1959,22237.69922,0.006311056,231977.0625,0.008938987,12297.57715,0.001058284,75780.14844,0.017185904,0.192254495,0.17124481,0.1625,2733,0.751968504,0.111023622,0.10625,0.612989324,0.264544457,0.192254495,0.170124481,0.193637621,0.117565698,0.032173024,0.019901793,8907,0.001052502
677,460,58.28007531,762.2648781,775.2821239,5173.713173,18520.40039,0.005256087,245360.1406,0.009454689,16128.71191,0.001387977,81649.07813,0.018516898,,,,,,,,,,,,,,0.188643514,,9491,0.001121511
302,461,230.909129,401.9817863,348.6292689,5718.810609,21901.5,0.006215642,159477.7344,0.006145303,67623.79688,0.005819451,13212.5166,0.002996419,,,,,,,,,,,,,,2.944028576,,6816,0.000805418
516,462,27.32755808,15.78687273,60.63720637,196.4207423,132614,0.037635833,355623.5,0.013703569,24937.23047,0.002146005,13408.37305,0.003040836,0.23756961,0.29944751,0.91331269,1591,0.764344262,0.142759563,0.091331269,0.70123839,0.227529855,0.237569061,0.209944751,0.138121547,0.082872928,0.028978022,0.013267822,12886,0.001522684
450,463,245.6126378,1390.733552,440.4433845,6922.496826,51286.60156,0.01455513,440670.4375,0.016980762,194048.625,0.016699099,3170.779785,0.00071909,0.136288998,0.216748768,0.6282139,2472,0.878763222,0.07078926,0.062082139,0.691499522,0.246359223,0.136288998,0.216748768,0.174055829,0.157635468,0.32027395,0.020264624,3847,0.000454584
681,464,15.6953781,778.0160522,356.646215,7654.83811,50895.5,0.014444135,321264.375,0.012379578,26508.6582,0.002281236,42376.37109,0.009610383,0.2142625,0.16221339,0.75256556,2239,0.679365079,0.134126984,0.075256556,0.669703872,0.250558285,0.201426025,0.162210339,0.181818182,0.094474153,0.41486039,0.02624526,2469,0.000291751
98,465,323.2195638,1130.399623,588.8758153,1955.595266,35984.10156,0.010212283,407180.0313,0.015690245,11660.55566,0.001003464,5220.40332,0.001183916,,,,,,,,,,,,,,0.024323076,,16017,0.00189266
136,466,72.45095396,1238.042699,323.0538547,4971.373581,39545.19922,0.011222922,238266.4219,0.009181341,31860.82617,0.002741824,784.9593506,0.000178018,0.19787234,0.19361721,0.7161837,1703,0.873840445,0.075139147,0.071618037,0.699337748,0.275983558,0.19787234,0.193617021,0.140425532,0.140425532,0.101876152,0.01665475,5733,0.000677444
114,467,233.8262405,272.7991393,282.8358945,2104.329951,7656.149902,0.002172814,318083.4688,0.012257005,27690.07422,0.002382904,337885.7188,0.076627874,0.33396476,0.99853157,0.4621266,2419,0.751246883,0.078553616,0.040621266,0.640047676,0.28152129,0.330396476,0.099853157,0.185022026,0.123348018,0.103532057,0.008310704,4367,0.00051603
195,468,240.5125336,621.3565142,382.9727013,3022.426255,1604.640015,0.000455397,393386,0.015158707,8751.621094,0.000753132,32524.44141,0.0073761,0.26923769,0.133484163,0.1332133,1671,0.825429911,0.084418968,0.103321033,0.551660517,0.264512268,0.269230769,0.133484163,0.260180995,0.07239819,0.016152943,0.014062755,3088,0.000364896
778,469,68.18444654,461.44683,469.3042793,1584.171427,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0.117247541,,7578,0.00089546
288,470,165.4471141,397.1249075,412.4338655,5782.546039,45885.39844,0.013022269,304743.1875,0.011742951,10241.88477,0.000881378,6940.935547,0.00157411,0.286995516,0.19865471,0.3872483,1713,0.828724353,0.070472792,0.030872483,0.683221477,0.260361938,0.286995516,0.109865471,0.152466368,0.147982063,0.034466604,0.02654756,6017,0.000711003
261,471,150.4492297,737.3138164,752.4057278,4838.131381,119426,0.033893081,16181.1377,0.000623523,48363.25391,0.004161961,107980.8516,0.024488585,0.24196184,0.174578867,0.65789474,2402,0.813919414,0.091575092,0.065789474,0.647577093,0.271856786,0.241960184,0.174578867,0.19754977,0.12863706,0.075807295,0.026010432,7517,0.000888252
774,472,151.0731501,335.6198865,349.3455486,1824.787496,0,0,0,0,0,0,0,0,0.319796954,0.11522843,0.79925651,1420,0.829752066,0.082644628,0.079925651,0.556586271,0.277464789,0.319796954,0.101522843,0.208121827,0.126903553,0.054384922,0.0133546,1632,0.000192846
347,473,341.8791842,730.8341413,342.1694659,3237.872024,37612.5,0.010674422,461643.5938,0.01778894,262358,0.022577549,17410.18164,0.003948392,0.332512315,0.68965517,0.84815321,1804,0.759375,0.11796875,0.084815321,0.704264099,0.225055432,0.332512315,0.068965517,0.179802956,0.049261084,0.007917268,0.008830275,2265,0.000267645
669,474,63.48720835,1032.50313,695.172525,4319.285253,72702.70313,0.020633016,28833.42773,0.001111065,35928.82031,0.0030919,305333.9375,0.069245574,0.164759725,0.219679634,0.1137174,1578,0.828442438,0.079006772,0.100137174,0.669421488,0.276932826,0.164759725,0.219679634,0.221967963,0.089244851,0.090183263,0.014379899,11237,0.001327828
346,475,172.2733789,403.4255079,292.8192714,3885.813355,78466.10156,0.022268668,280516,0.010809383,31503.88086,0.002711106,1816.285767,0.000411909,0.298728814,0.9322339,0.3722542,2403,0.718869366,0.088617265,0.037225042,0.786926995,0.19642114,0.298728814,0.093220339,0.226694915,0.023305085,0.178338281,0.028936884,5700,0.000673545
709,476,119.6864672,148.9701854,145.6694447,4442.689017,38050,0.010798584,339847.5938,0.013095662,35829.82813,0.003083381,0,0,0.36995851,0.87136929,0.6695615,2072,0.858805275,0.077579519,0.066905615,0.555956679,0.232625483,0.360995851,0.087136929,0.253112033,0.05186722,0.03300755,0.005061751,2912,0.000344099
712,477,24.12582914,684.9800027,268.3492143,5575.686276,15812.2998,0.004487528,338350.4688,0.013037972,149182.5625,0.012838094,0,0,0.353965184,0.99991,0.2654591,1997,0.654331371,0.280067283,0.026054591,0.603448276,0.258888332,0.353965184,0.090909091,0.235976789,0.102514507,0.042267438,0.016087048,3937,0.000465218
348,478,14.84182806,5.294270628,20.96244162,7041.451134,86667.20313,0.024596139,1978.146606,7.62258E-05,15098.0332,0.00129928,22029.82813,0.004996065,0.24869199,0.138952,0.864448,1423,0.809637121,0.05056514,0.086444008,0.635826772,0.268446943,0.248691099,0.130890052,0.204188482,0.091623037,0.029937992,0.020427657,16175,0.001911331
